0,2435,2790,7443
1,240,2856,5434
2,2857,3638,8073
3,6518,8143,9074
4,5400,7627,9105
5,2543,8275,8833
6,67,1460,4637
7,2001,2395,8028
8,4611,5172,9773
9,844,3937,4515
10,2807,3442,8076
11,3595,5954,6262
12,4761,5552,7111
13,5515,6984,7607
14,5052,6806,8589
15,2535,2996,3886
16,1591,2639,8570
17,1191,1326,7202
18,332,3202,4441
19,3342,3353,3733
20,3452,5850,5949
21,528,4232,4856
22,11,3602,4118
23,2235,7630,9786
24,669,2086,4849
25,1253,5585,8170
26,4317,6178,6352
27,331,7664,8143
28,1979,2070,7953
29,3448,5576,9740
30,5191,5607,6016
31,4339,6399,9976
32,6869,8670,8692
33,4766,6346,9621
34,2444,4477,7581
35,1427,6490,8846
36,3753,4880,8642
37,5410,5822,9670
38,2931,5765,9113
39,6083,8729,8983
40,2917,5975,7273
41,4496,6933,9818
42,3356,6085,9851
43,4660,5609,6500
44,838,1158,6019
45,2776,4175,4853
46,4880,5257,8252
47,541,1639,8010
48,127,1275,1349
49,1180,9033,9810
50,2058,6613,9793
51,1893,2943,7370
52,980,2992,5451
53,532,5071,8423
54,8,3364,9995
55,1140,3645,9517
56,127,1741,2452
57,4088,7319,7934
58,515,1442,4065
59,1007,1054,4962
60,1066,6112,7015
61,1103,3007,6244
62,1083,1200,7215
63,1314,2551,4020
64,1867,7970,8012
65,2879,7666,8921
66,1256,3603,7038
67,4982,7904,9036
68,1434,1701,9452
69,479,1047,9870
70,975,6726,7837
71,879,1408,3543
72,5119,7513,9092
73,2700,3595,4037
74,3447,6769,7479
75,2430,4527,5987
76,1712,3943,8289
77,298,4235,7817
78,752,2332,3476
79,4606,9162,9658
80,656,1179,4118
81,198,2577,9022
82,87,2800,6054
83,7316,8103,8426
84,2576,5417,5487
85,6324,8528,9561
86,3736,4382,9678
87,1666,5319,6877
88,7307,8346,8619
89,1509,4189,4748
90,6834,8852,9859
91,3225,7367,9858
92,258,5537,7169
93,452,7372,9904
94,7127,8044,8906
95,2940,6429,7059
96,1483,2812,9431
97,2333,2928,8228
98,3567,4882,8389
99,1353,2950,4050
100,5249,7623,9531
101,1322,3295,5620
102,1462,5644,8453
103,372,4235,7451
104,2324,4677,5686
105,3221,6879,9953
106,430,1507,2892
107,294,4076,9748
108,2479,4780,7574
109,249,5804,5890
110,122,222,6964
111,2724,4660,7061
112,1690,6698,8015
113,1057,5175,7839
114,3319,6456,9485
115,127,720,2325
116,5115,8230,9341
117,7251,7889,9963
118,1289,8129,9262
119,3919,4899,9473
120,5788,7559,9898
121,1933,7555,9121
122,253,4764,9931
123,2059,5849,6821
124,2450,2962,8617
125,86,1627,5092
126,881,4740,9768
127,6078,9642,9778
128,224,8491,8797
129,2176,3069,5262
130,706,810,1512
131,2361,2581,6656
132,2061,7854,8257
133,67,7862,9777
134,4929,5480,8900
135,178,4495,5858
136,409,520,8775
137,793,927,2597
138,6816,7981,9273
139,2895,4480,6079
140,3543,5765,9855
141,2202,6979,9050
142,2174,2426,6793
143,4606,5393,7105
144,949,3792,7247
145,3900,6251,7519
146,988,2199,5948
147,4758,4931,9271
148,6300,8275,9411
149,3247,5144,6075
150,5531,5827,8158
151,4560,6251,8864
152,3920,7084,7343
153,505,2922,7608
154,3724,3921,5761
155,8355,9177,9177
156,378,2497,4134
157,4575,7149,7951
158,1681,2391,4850
159,4240,7711,8895
160,2396,6412,9593
161,2292,7114,7358
162,631,2815,9177
163,2989,4678,8669
164,4531,6432,8000
165,217,1452,2175
166,1322,5540,8806
167,3267,3340,9726
168,563,1855,8794
169,2364,7294,9655
170,1886,2638,5675
171,272,6544,8443
172,1882,4672,7117
173,2364,4446,7036
174,949,7615,9238
175,6675,7809,7859
176,1246,1625,8714
177,236,2061,8135
178,3347,7345,8808
179,2771,6222,7328
180,982,3765,5126
181,2048,2193,7025
182,4224,5154,7565
183,388,4363,5987
184,3134,9221,9985
185,1742,2160,5483
186,1274,5327,6674
187,6850,7512,7545
188,356,7319,8798
189,1488,2024,9675
190,806,2173,3131
191,1405,2854,3468
192,546,1797,2762
193,2703,5697,8271
194,1548,5094,9587
195,2072,5261,9417
196,56,243,4722
197,5058,6268,7677
198,3997,5303,9463
199,1457,2523,5128
200,1563,1676,6322
201,2448,5582,9324
202,3728,6673,9787
203,3069,5632,6255
204,4463,7945,9130
205,2819,5886,7491
206,2536,5382,8649
207,1018,1747,3775
208,5564,6214,7069
209,1033,2004,9775
210,1106,3962,7522
211,775,6248,8672
212,2136,7507,8352
213,2674,6049,6482
214,54,1128,2941
215,950,8527,9231
216,5417,6852,7656
217,593,6355,9920
218,362,5165,5570
219,2446,2586,5527
220,1701,4733,8850
221,361,3019,3668
222,1832,2070,8774
223,4342,5944,9918
224,1054,1465,5946
225,3048,6719,8556
226,8092,8503,9562
227,254,915,7423
228,2958,3595,8341
229,1456,9362,9751
230,3404,5023,6626
231,678,4783,8610
232,1989,6610,9746
233,669,3702,6437
234,2481,2699,8009
235,3424,4688,4872
236,5119,9395,9656
237,2843,2873,5813
238,238,3219,8459
239,964,1979,5083
240,1740,4691,8462
241,4279,5009,8898
242,3718,5174,5961
243,2063,6010,8306
244,1547,2369,2943
245,1595,4788,9249
246,917,1700,6982
247,3127,4484,8744
248,3611,4307,6190
249,642,1463,7067
250,822,4984,7339
251,390,3217,6566
252,5363,7587,7635
253,4545,8036,8888
254,4161,5999,7699
255,961,1429,9146
256,7664,8812,9427
257,3929,5436,8731
258,2330,3864,6528
259,1120,1619,8325
260,3210,3447,5420
261,3783,8398,8678
262,59,2284,9984
263,2677,5498,8756
264,2283,3643,8307
265,17,1868,5779
266,609,3060,9079
267,3935,6136,7350
268,2861,3810,8572
269,4317,4527,7594
270,148,1427,5324
271,279,2916,8403
272,2465,3391,7313
273,1769,6786,7835
274,213,1744,7970
275,380,1110,4804
276,898,2218,2751
277,267,1041,7131
278,2212,3138,8017
279,3521,5764,7247
280,5266,7622,8788
281,6818,7598,9224
282,2178,3448,4818
283,6401,7332,7483
284,265,5483,8353
285,4903,4948,5887
286,3411,7111,8904
287,908,1478,6778
288,1126,5414,8693
289,1452,2321,8433
290,2128,5307,7988
291,259,1739,8376
292,6312,7580,9279
293,6867,7962,8503
294,3719,4327,8522
295,3658,5880,6235
296,1285,3729,9368
297,1128,3375,5047
298,4129,4200,7932
299,514,2267,2665
300,583,3921,7961
301,2546,4112,8388
302,2975,4282,5584
303,1841,5554,5748
304,136,7501,8023
305,4085,4740,9296
306,328,1418,6580
307,2416,4331,8346
308,539,2819,4295
309,2875,7239,8076
310,6266,7475,7564
311,957,5098,7134
312,1736,8576,9302
313,84,320,8949
314,3383,3692,5299
315,2275,2638,7749
316,2894,3484,7340
317,1603,2299,9888
318,7509,8084,9587
319,1289,6690,8601
320,417,8505,8577
321,322,1759,1784
322,173,2997,9688
323,1716,2826,9927
324,3185,4158,5406
325,793,2194,7532
326,5549,6610,8098
327,1190,3121,7314
328,220,5562,8714
329,1457,7939,9341
330,544,6616,8585
331,466,5971,7538
332,1382,3687,6070
333,1993,3177,6872
334,3119,8835,9963
335,3134,3973,4126
336,5845,5902,6180
337,3623,7687,7792
338,719,6173,8271
339,841,1166,8960
340,464,5905,7251
341,4715,6573,7626
342,3689,9252,9747
343,4827,8081,8473
344,1538,5052,7896
345,370,8543,9863
346,5006,6020,6971
347,3087,5383,8356
348,5198,7071,9329
349,8516,8749,9833
350,329,2270,7384
351,918,5073,8999
352,1416,5219,5942
353,2619,3847,9686
354,2791,3138,6804
355,127,8934,9716
356,2335,4000,4512
357,4570,8665,8940
358,435,6578,9914
359,2482,6634,9856
360,2788,3763,6215
361,5748,9143,9724
362,608,5775,6771
363,2731,3982,9453
364,941,5595,8001
365,298,972,4945
366,113,3589,5716
367,1382,2893,3523
368,3346,6845,9439
369,3694,5078,6833
370,1881,4682,9577
371,143,4202,8720
372,173,8717,9073
373,3113,3434,5079
374,3002,5517,5712
375,925,1395,8959
376,270,379,9392
377,1595,3608,7088
378,1052,2775,9872
379,4889,6396,7492
380,3967,5141,5671
381,2662,7608,9460
382,1085,4067,9913
383,1663,3319,5211
384,2185,2456,5012
385,6533,6854,8737
386,3387,7271,9041
387,4361,4807,5663
388,4133,7451,9088
389,5550,8595,9117
390,1606,4379,9420
391,2432,7727,8361
392,493,5103,7227
393,2509,3971,8840
394,1075,6093,8588
395,1581,3321,7576
396,1420,2957,8889
397,1644,1692,9306
398,569,8320,9728
399,3288,4778,6975
400,1537,7022,9599
401,1580,3900,9838
402,509,965,1239
403,1427,2558,5690
404,619,2960,3086
405,7691,8844,9984
406,116,1147,2592
407,611,2043,9680
408,1825,4169,9558
409,2314,3253,4848
410,3512,9661,9697
411,636,1138,6200
412,538,5789,8591
413,136,7396,9750
414,454,1490,7440
415,3312,3457,8999
416,532,8617,8763
417,86,2571,7422
418,1128,6615,6915
419,2753,4649,9904
420,2110,2644,8980
421,4498,6583,6654
422,2733,4145,4941
423,2735,3689,6541
424,2049,8937,9163
425,676,4585,9148
426,2564,4252,8005
427,770,8401,9091
428,4548,6778,8151
429,867,3636,8832
430,326,7079,9845
431,4569,8073,8199
432,6169,7838,9424
433,2038,2517,3590
434,1629,4034,8468
435,6976,8836,9606
436,1287,3334,6579
437,942,4419,5600
438,3793,4404,7869
439,2762,6114,8773
440,2617,4408,8172
441,45,2111,6760
442,2720,3674,8433
443,5058,8293,8306
444,4628,5727,9474
445,1540,7228,9341
446,2916,4674,4873
447,2883,7555,9914
448,3066,6284,8451
449,773,1662,7633
450,1378,3781,5270
451,1457,3163,4432
452,1529,7208,7554
453,1037,2377,3907
454,1133,3286,6907
455,4667,5923,8227
456,481,4339,6456
457,2752,4478,7944
458,829,2535,4827
459,4952,4972,9861
460,1248,5653,8667
461,1936,3531,8546
462,4112,6157,6506
463,39,7169,8155
464,4862,5031,5563
465,4842,7047,9571
466,1766,6580,9172
467,316,2988,9351
468,3179,4882,8283
469,2172,6594,8270
470,1498,1880,9804
471,8157,8323,8693
472,76,768,5525
473,349,3309,6453
474,4163,7467,8891
475,3138,3158,8764
476,1645,6184,9343
477,766,2132,8251
478,1877,2831,8528
479,1582,2822,9648
480,5643,8477,8620
481,1225,3969,8085
482,1978,7493,9676
483,1618,6596,8695
484,4540,6636,9156
485,835,5572,7043
486,2081,3544,9729
487,1435,3752,5995
488,2015,4199,7389
489,671,4138,5093
490,7083,7918,9002
491,1042,4150,5219
492,1157,3174,3543
493,12,1141,8465
494,1578,4033,5977
495,1804,7916,9503
496,2006,2789,3155
497,1323,4397,6930
498,2538,8234,8506
499,347,6360,9055
500,1280,3271,7176
501,42,4070,7683
502,578,992,1054
503,5259,7886,8805
504,386,2854,4120
505,6887,8587,8849
506,4933,5479,8888
507,1201,2329,6841
508,1895,4735,5420
509,4722,6756,9006
510,596,1066,5932
511,2235,5895,8694
512,4512,4711,8843
513,3906,5892,9165
514,3039,8469,9248
515,3928,4992,7096
516,362,541,5721
517,631,5967,7913
518,962,1488,3943
519,744,4680,7788
520,165,2015,9235
521,5246,7805,8368
522,7111,8369,9206
523,1801,1845,8507
524,1546,6723,7313
525,2836,4613,5116
526,2695,4906,7484
527,3006,5728,7906
528,3102,3254,7928
529,7908,8904,9593
530,2591,2962,5830
531,871,7815,7930
532,754,4748,9381
533,5207,7950,8913
534,346,6005,8609
535,2935,4178,5921
536,210,2626,7020
537,1015,1181,5831
538,1114,4747,5988
539,1441,5769,9182
540,3555,4771,8232
541,834,885,5353
542,4825,6825,7141
543,1176,4623,8029
544,6313,6467,7589
545,2899,6067,7182
546,554,2285,4885
547,3060,8209,8637
548,6219,9176,9966
549,5466,6904,7655
550,1440,2817,5490
551,6092,6700,8311
552,2907,4143,4865
553,2192,6166,7474
554,1303,9172,9899
555,4961,6740,8513
556,6460,6652,8049
557,4822,9596,9902
558,3936,5257,6262
559,2208,2405,3209
560,799,1220,5689
561,7045,9098,9829
562,2697,7791,9017
563,846,5230,8821
564,6285,7294,8392
565,6818,7432,8784
566,470,4454,8443
567,916,1702,9748
568,744,1667,9100
569,301,5193,7269
570,4771,4857,5493
571,667,4579,5224
572,4650,7833,8601
573,1146,3391,3845
574,332,5022,8786
575,6134,9209,9268
576,3283,7193,9651
577,639,4340,9074
578,264,5335,8052
579,5310,5836,7732
580,660,5164,8361
581,3729,5200,8890
582,1280,3930,8908
583,1934,2521,7175
584,1175,6834,7921
585,1352,3864,4283
586,1074,2830,9295
587,1831,4299,6228
588,3395,8689,9961
589,3378,7187,7530
590,537,2664,6844
591,4278,7260,7460
592,921,1779,3980
593,5701,7787,9654
594,3203,7884,8681
595,2454,2635,5899
596,4806,7583,8404
597,227,2075,5703
598,2998,8058,9418
599,167,1066,5839
600,4779,5770,6735
601,629,2621,3789
602,2714,4741,6340
603,1922,2245,2485
604,1516,4359,6331
605,566,3926,6622
606,1710,7924,8708
607,4503,4694,9788
608,1178,2173,8414
609,292,3250,3686
610,7788,8944,9903
611,575,6180,6307
612,1791,2292,5991
613,305,5296,7971
614,674,5554,6183
615,314,3573,6075
616,2617,3945,7756
617,1688,6444,8948
618,1110,6423,7854
619,873,4074,8273
620,4861,6946,8922
621,7013,7171,8899
622,1851,3332,9746
623,5274,7160,8948
624,5358,6712,9408
625,668,3994,5640
626,616,4954,9135
627,496,3494,9982
628,7177,7511,8421
629,930,3581,5890
630,672,1355,8195
631,6727,7522,9339
632,2563,2773,7051
633,119,3485,3839
634,729,1741,8834
635,717,2284,6007
636,685,5474,8461
637,3974,9493,9561
638,444,912,6489
639,1040,2618,3713
640,3575,4562,6330
641,2244,2662,8288
642,3096,4072,9826
643,54,9531,9562
644,3954,6393,6842
645,2687,4076,4487
646,3368,5247,6720
647,2043,2095,7739
648,956,7159,8184
649,4708,6467,7670
650,2454,5308,7017
651,590,3781,7178
652,6085,8196,8473
653,3157,6316,6423
654,5829,6295,6989
655,335,4565,5356
656,400,8402,9811
657,2033,5286,6021
658,6050,6947,8956
659,3693,6636,8408
660,668,4852,6416
661,5342,6512,9490
662,2206,3377,4607
663,2906,3699,4691
664,3092,7313,9594
665,2707,3835,4468
666,78,3503,6575
667,928,7024,9412
668,5410,5990,8223
669,656,2666,8707
670,3557,5584,7144
671,978,5257,8864
672,835,3996,9953
673,770,7290,9525
674,507,6208,7776
675,561,1454,2116
676,464,5664,8807
677,5199,8400,9591
678,1332,8633,8848
679,1299,2415,6212
680,2010,2981,9742
681,9571,9590,9876
682,4630,5337,6976
683,1765,2572,5782
684,519,6392,9803
685,824,1066,9141
686,2427,5760,6697
687,435,2028,6921
688,233,6235,7650
689,4355,8248,8275
690,4885,6683,8426
691,2733,4936,9877
692,2375,6842,9683
693,5063,5178,7394
694,1552,4799,7034
695,51,711,5420
696,1882,5942,6285
697,406,4835,9168
698,4319,4415,6217
699,1161,2507,2811
700,185,9266,9683
701,758,3798,9149
702,5481,7644,9842
703,3966,4390,7031
704,2340,4234,4888
705,2971,5496,8009
706,3357,4942,6486
707,2080,3326,6910
708,6889,8618,9836
709,1009,4883,5259
710,1699,3779,9113
711,1905,4201,9499
712,978,7570,8461
713,3611,3646,8358
714,406,2160,7924
715,7600,7718,8624
716,1572,4622,8834
717,5746,6054,7117
718,2929,4558,5370
719,1331,2236,7459
720,2671,3644,4996
